period,respondent,respondent-name,type,type-name,value,value-units
2024-12-24T19,TEN,Tennessee,DF,Day-ahead demand forecast,17824,megawatthours
2024-12-24T19,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1189,megawatthours
2024-12-24T19,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,614,megawatthours
2024-12-24T19,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17824,megawatthours
2024-12-24T19,US48,United States Lower 48,DF,Day-ahead demand forecast,90076,megawatthours
2024-12-24T18,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2650,megawatthours
2024-12-24T18,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1901,megawatthours
2024-12-24T18,CAL,California,DF,Day-ahead demand forecast,25622,megawatthours
2024-12-24T18,CENT,Central,DF,Day-ahead demand forecast,32817,megawatthours
2024-12-24T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23721,megawatthours
2024-12-24T18,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,306,megawatthours
2024-12-24T18,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,825,megawatthours
2024-12-24T18,FLA,Florida,DF,Day-ahead demand forecast,2214,megawatthours
2024-12-24T18,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1845,megawatthours
2024-12-24T18,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,722,megawatthours
2024-12-24T18,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,185,megawatthours
2024-12-24T18,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2163,megawatthours
2024-12-24T18,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3747,megawatthours
2024-12-24T18,MIDW,Midwest,DF,Day-ahead demand forecast,6397,megawatthours
2024-12-24T18,NW,Northwest,DF,Day-ahead demand forecast,3796,megawatthours
2024-12-24T18,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,184,megawatthours
2024-12-24T18,SW,Southwest,DF,Day-ahead demand forecast,2058,megawatthours
2024-12-24T18,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,32817,megawatthours
2024-12-24T18,TEN,Tennessee,DF,Day-ahead demand forecast,18850,megawatthours
2024-12-24T18,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1233,megawatthours
2024-12-24T18,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,605,megawatthours
2024-12-24T18,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,18850,megawatthours
2024-12-24T18,US48,United States Lower 48,DF,Day-ahead demand forecast,91754,megawatthours
2024-12-24T17,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2741,megawatthours
2024-12-24T17,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1821,megawatthours
2024-12-24T17,CAL,California,DF,Day-ahead demand forecast,25298,megawatthours
2024-12-24T17,CENT,Central,DF,Day-ahead demand forecast,33186,megawatthours
2024-12-24T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23477,megawatthours
2024-12-24T17,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,314,megawatthours
2024-12-24T17,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,860,megawatthours
2024-12-24T17,FLA,Florida,DF,Day-ahead demand forecast,2225,megawatthours
2024-12-24T17,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1845,megawatthours
2024-12-24T17,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,728,megawatthours
2024-12-24T17,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,184,megawatthours
2024-12-24T17,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2183,megawatthours
2024-12-24T17,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3795,megawatthours
2024-12-24T17,MIDW,Midwest,DF,Day-ahead demand forecast,6536,megawatthours
2024-12-24T17,NW,Northwest,DF,Day-ahead demand forecast,3800,megawatthours
2024-12-24T17,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,196,megawatthours
2024-12-24T17,SW,Southwest,DF,Day-ahead demand forecast,2185,megawatthours
2024-12-24T17,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33186,megawatthours
2024-12-24T17,TEN,Tennessee,DF,Day-ahead demand forecast,19858,megawatthours
2024-12-24T17,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1325,megawatthours
2024-12-24T17,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,575,megawatthours
2024-12-24T17,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,19858,megawatthours
2024-12-24T17,US48,United States Lower 48,DF,Day-ahead demand forecast,93088,megawatthours
2024-12-24T16,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2833,megawatthours
2024-12-24T16,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1742,megawatthours
2024-12-24T16,CAL,California,DF,Day-ahead demand forecast,24458,megawatthours
2024-12-24T16,CENT,Central,DF,Day-ahead demand forecast,33589,megawatthours
2024-12-24T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22716,megawatthours
2024-12-24T16,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,320,megawatthours
2024-12-24T16,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,910,megawatthours
2024-12-24T16,FLA,Florida,DF,Day-ahead demand forecast,2254,megawatthours
2024-12-24T16,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1855,megawatthours
2024-12-24T16,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,725,megawatthours
2024-12-24T16,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,185,megawatthours
2024-12-24T16,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2229,megawatthours
2024-12-24T16,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3824,megawatthours
2024-12-24T16,MIDW,Midwest,DF,Day-ahead demand forecast,6657,megawatthours
2024-12-24T16,NW,Northwest,DF,Day-ahead demand forecast,3819,megawatthours
2024-12-24T16,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,214,megawatthours
2024-12-24T16,SW,Southwest,DF,Day-ahead demand forecast,2335,megawatthours
2024-12-24T16,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33589,megawatthours
2024-12-24T16,TEN,Tennessee,DF,Day-ahead demand forecast,20419,megawatthours
2024-12-24T16,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1425,megawatthours
2024-12-24T16,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,545,megawatthours
2024-12-24T16,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,20419,megawatthours
2024-12-24T16,US48,United States Lower 48,DF,Day-ahead demand forecast,93531,megawatthours
2024-12-24T15,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2919,megawatthours
2024-12-24T15,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1640,megawatthours
2024-12-24T15,CAL,California,DF,Day-ahead demand forecast,23410,megawatthours
2024-12-24T15,CENT,Central,DF,Day-ahead demand forecast,33903,megawatthours
2024-12-24T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21770,megawatthours
2024-12-24T15,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,307,megawatthours
2024-12-24T15,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,955,megawatthours
2024-12-24T15,FLA,Florida,DF,Day-ahead demand forecast,2270,megawatthours
2024-12-24T15,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1850,megawatthours
2024-12-24T15,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,715,megawatthours
2024-12-24T15,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,186,megawatthours
2024-12-24T15,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2262,megawatthours
2024-12-24T15,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3824,megawatthours
2024-12-24T15,MIDW,Midwest,DF,Day-ahead demand forecast,6743,megawatthours
2024-12-24T15,NW,Northwest,DF,Day-ahead demand forecast,3796,megawatthours
2024-12-24T15,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,234,megawatthours
2024-12-24T15,SW,Southwest,DF,Day-ahead demand forecast,2441,megawatthours
2024-12-24T15,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33903,megawatthours
2024-12-24T15,TEN,Tennessee,DF,Day-ahead demand forecast,20780,megawatthours
2024-12-24T15,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1486,megawatthours
2024-12-24T15,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,512,megawatthours
2024-12-24T15,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,20780,megawatthours
2024-12-24T15,US48,United States Lower 48,DF,Day-ahead demand forecast,93343,megawatthours
2024-12-24T14,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2958,megawatthours
2024-12-24T14,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1549,megawatthours
2024-12-24T14,CAL,California,DF,Day-ahead demand forecast,22174,megawatthours
2024-12-24T14,CENT,Central,DF,Day-ahead demand forecast,33753,megawatthours
2024-12-24T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20625,megawatthours
2024-12-24T14,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,285,megawatthours
2024-12-24T14,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,947,megawatthours
2024-12-24T14,FLA,Florida,DF,Day-ahead demand forecast,2280,megawatthours
2024-12-24T14,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1840,megawatthours
2024-12-24T14,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,695,megawatthours
2024-12-24T14,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,187,megawatthours
2024-12-24T14,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2228,megawatthours
2024-12-24T14,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3764,megawatthours
2024-12-24T14,MIDW,Midwest,DF,Day-ahead demand forecast,6722,megawatthours
2024-12-24T14,NW,Northwest,DF,Day-ahead demand forecast,3686,megawatthours
2024-12-24T14,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,253,megawatthours
2024-12-24T14,SW,Southwest,DF,Day-ahead demand forecast,2380,megawatthours
2024-12-24T14,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33753,megawatthours
2024-12-24T14,TEN,Tennessee,DF,Day-ahead demand forecast,21002,megawatthours
2024-12-24T14,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1433,megawatthours
2024-12-24T14,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,478,megawatthours
2024-12-24T14,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,21002,megawatthours
2024-12-24T14,US48,United States Lower 48,DF,Day-ahead demand forecast,91997,megawatthours
2024-12-24T13,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2863,megawatthours
2024-12-24T13,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1487,megawatthours
2024-12-24T13,CAL,California,DF,Day-ahead demand forecast,21535,megawatthours
2024-12-24T13,CENT,Central,DF,Day-ahead demand forecast,32524,megawatthours
2024-12-24T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20048,megawatthours
2024-12-24T13,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,269,megawatthours
2024-12-24T13,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,868,megawatthours
2024-12-24T13,FLA,Florida,DF,Day-ahead demand forecast,2247,megawatthours
2024-12-24T13,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1810,megawatthours
2024-12-24T13,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,679,megawatthours
2024-12-24T13,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,182,megawatthours
2024-12-24T13,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2070,megawatthours
2024-12-24T13,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3656,megawatthours
2024-12-24T13,MIDW,Midwest,DF,Day-ahead demand forecast,6519,megawatthours
2024-12-24T13,NW,Northwest,DF,Day-ahead demand forecast,3478,megawatthours
2024-12-24T13,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,255,megawatthours
2024-12-24T13,SW,Southwest,DF,Day-ahead demand forecast,2231,megawatthours
2024-12-24T13,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,32524,megawatthours
2024-12-24T13,TEN,Tennessee,DF,Day-ahead demand forecast,20597,megawatthours
2024-12-24T13,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1363,megawatthours
2024-12-24T13,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,460,megawatthours
2024-12-24T13,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,20597,megawatthours
2024-12-24T13,US48,United States Lower 48,DF,Day-ahead demand forecast,89131,megawatthours
2024-12-24T12,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2626,megawatthours
2024-12-24T12,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1462,megawatthours
2024-12-24T12,CAL,California,DF,Day-ahead demand forecast,21398,megawatthours
2024-12-24T12,CENT,Central,DF,Day-ahead demand forecast,30816,megawatthours
2024-12-24T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19936,megawatthours
2024-12-24T12,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,259,megawatthours
2024-12-24T12,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,815,megawatthours
2024-12-24T12,FLA,Florida,DF,Day-ahead demand forecast,2130,megawatthours
2024-12-24T12,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1720,megawatthours
2024-12-24T12,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,675,megawatthours
2024-12-24T12,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,169,megawatthours
2024-12-24T12,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1876,megawatthours
2024-12-24T12,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3543,megawatthours
2024-12-24T12,MIDW,Midwest,DF,Day-ahead demand forecast,6169,megawatthours
2024-12-24T12,NW,Northwest,DF,Day-ahead demand forecast,3266,megawatthours
2024-12-24T12,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,241,megawatthours
2024-12-24T12,SW,Southwest,DF,Day-ahead demand forecast,2128,megawatthours
2024-12-24T12,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,30816,megawatthours
2024-12-24T12,TEN,Tennessee,DF,Day-ahead demand forecast,19968,megawatthours
2024-12-24T12,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1313,megawatthours
2024-12-24T12,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,456,megawatthours
2024-12-24T12,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,19968,megawatthours
2024-12-24T12,US48,United States Lower 48,DF,Day-ahead demand forecast,85875,megawatthours
2024-12-24T11,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2461,megawatthours
2024-12-24T11,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1485,megawatthours
2024-12-24T11,CAL,California,DF,Day-ahead demand forecast,21741,megawatthours
2024-12-24T11,CENT,Central,DF,Day-ahead demand forecast,29704,megawatthours
2024-12-24T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20256,megawatthours
2024-12-24T11,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,251,megawatthours
2024-12-24T11,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,795,megawatthours
2024-12-24T11,FLA,Florida,DF,Day-ahead demand forecast,1937,megawatthours
2024-12-24T11,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1575,megawatthours
2024-12-24T11,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,675,megawatthours
2024-12-24T11,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,148,megawatthours
2024-12-24T11,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1777,megawatthours
2024-12-24T11,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3432,megawatthours
2024-12-24T11,MIDW,Midwest,DF,Day-ahead demand forecast,5893,megawatthours
2024-12-24T11,NW,Northwest,DF,Day-ahead demand forecast,3158,megawatthours
